replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
4.686887979507446,2.8856618404388428,1.8579320907592773,3.842050075531006,4.6857709884643555
2.9153361320495605,3.7218081951141357,5.981007099151611,4.362819194793701,3.0928850173950195
3.5675487518310547,2.6571080684661865,2.86559796333313,3.367767095565796,2.282625913619995
2.8086490631103516,1.9969801902770996,2.642778158187866,3.009948253631592,1.3755388259887695
2.908006191253662,2.47564697265625,3.541198968887329,2.0889790058135986,3.602219820022583
2.5789222717285156,4.4347639083862305,4.999844074249268,4.262818813323975,2.109551191329956
2.9874160289764404,3.919896125793457,2.057576894760132,1.7519481182098389,1.7116987705230713
5.535569906234741,1.6127631664276123,2.5885608196258545,6.967736005783081,2.8370041847229004
2.6685080528259277,4.012772083282471,4.167773962020874,3.0608160495758057,2.228208303451538
4.5478620529174805,3.571218967437744,2.797126054763794,3.2625958919525146,3.412641763687134
2.0138959884643555,2.436201810836792,3.2837748527526855,3.4747588634490967,4.883612871170044
4.600830793380737,3.1336328983306885,2.4424829483032227,2.351139783859253,5.169825077056885
1.9800739288330078,2.3937411308288574,4.232280015945435,5.294022798538208,2.427293062210083
1.9292378425598145,0.960089921951294,3.76921010017395,3.2664856910705566,4.85454797744751
2.907984972000122,2.1674020290374756,3.42891788482666,3.8685808181762695,2.9189369678497314
4.0499961376190186,3.1300361156463623,3.949230909347534,2.704149007797241,1.9310219287872314
1.9683680534362793,2.7210288047790527,3.1802148818969727,1.722437858581543,2.483750104904175
2.93795108795166,2.874303102493286,2.610239028930664,2.745342969894409,2.9499940872192383
2.1046249866485596,4.851777076721191,2.763024091720581,5.520474195480347,4.3175458908081055
2.45438289642334,1.3771460056304932,4.51938796043396,6.158422946929932,2.0661399364471436
