test_index,target,prediction_mean,prediction_std,prediction_ci_low,prediction_ci_high,replica_predictions,best_candidate,top_candidates,replica_times,final_costs_replicas,avg_cost_history,input_0,input_1,input_2,input_3
10,297.65,298.7708740234375,0.0,298.7708740234375,298.7708740234375,"[298.7708740234375, 298.7708740234375, 298.7708740234375, 298.7708740234375, 298.7708740234375]",[12.         15.16011065 23.16340757  0.36446608],"[array([12.        , 19.41520019, 22.65483556,  0.3769617 ]), array([12.        , 19.41520019, 22.65483556,  0.3769617 ]), array([12.        , 18.09935749, 22.65483556,  0.37481842]), array([12.        , 19.41520019, 22.65483556,  0.38597614]), array([12.        , 19.41520019, 22.65483556,  0.3769617 ])]","[0.48937106132507324, 0.484173059463501, 0.7153759002685547, 0.4993619918823242, 0.483565092086792]","[1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475]","[173.46533203125, 78.17318489551545, 72.94965584278107, 32.131978273391724, 31.592818689346313, 31.592818689346313, 16.424595451354982, 16.424595451354982, 16.424595451354982, 16.424595451354982, 16.424595451354982, 16.424595451354982, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.7955317974090577, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475, 1.2563722133636475]",12.0,15.0,15.0,0.3
11,256.11,255.86544799804688,0.0,255.86544799804688,255.86544799804688,"[255.86544799804688, 255.86544799804688, 255.86544799804688, 255.86544799804688, 255.86544799804688]",[10.48500649 10.34433101 23.09548403  0.23482062],"[array([11.77024362, 12.3109707 , 23.39127878,  0.20143383]), array([10.17372258, 12.31583856, 23.89230099,  0.20143383]), array([11.92739662, 12.24708915, 23.09309016,  0.2       ]), array([11.77024362, 12.3109707 , 23.39127878,  0.20143383]), array([10.17372258, 12.31583856, 23.89230099,  0.20143383])]","[0.4670588970184326, 0.4545319080352783, 0.4482898712158203, 0.45169615745544434, 0.4607119560241699]","[0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318]","[0.19910032153129578, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318, 0.05979851633310318]",10.0,10.0,20.0,0.2
12,196.63,200.74122314453126,7.284651167583185,191.6961340502702,209.78631223879233,"[197.07823181152344, 199.61753845214844, 196.35012817382812, 197.07823181152344, 213.5819854736328]",[ 8.42870701 20.         18.72963238  0.31252874],"[array([ 8.65760334, 13.44452094, 23.20582015,  0.2411841 ]), array([ 8.65760334, 13.44452094, 23.20582015,  0.2411841 ]), array([ 8.65760334, 13.44452094, 23.20582015,  0.2411841 ]), array([ 8.65760334, 13.44452094, 23.20582015,  0.2411841 ]), array([ 8.78796563, 13.5305194 , 23.28908147,  0.2       ])]","[0.6083064079284668, 0.5566480159759521, 0.45113205909729004, 0.48224306106567383, 0.4655780792236328]","[0.2009073793888092, 8.9253568649292, 0.07833097130060196, 0.2009073793888092, 287.3696594238281]","[343.55051726847887, 254.51511077433824, 229.91139373332263, 229.91139373332263, 172.47764332443475, 172.47764332443475, 172.47764332443475, 172.47764332443475, 172.47764332443475, 172.47764332443475, 172.47764332443475, 116.78878281265497, 116.78878281265497, 116.78878281265497, 72.54605972915888, 61.099922300875185, 61.099922300875185, 61.099922300875185, 61.099922300875185, 61.099922300875185, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 59.35503240376711, 74.17420776188374, 74.17420776188374, 3.1090572079022727, 3.1090572079022727, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 4.563132122159004, 0.2009073793888092, 0.2009073793888092, 0.2009073793888092, 0.2009073793888092, 0.2009073793888092]",8.0,20.0,15.0,0.2
13,232.08,232.1992218017578,1.2588916450996233,230.63610136839807,233.76234223511753,"[232.68072509765625, 232.9936065673828, 229.9603271484375, 232.68072509765625, 232.68072509765625]",[ 8.51094889 12.2943692  21.11793155  0.2       ],"[array([ 8.62577684, 11.71712914, 21.97615641,  0.2309935 ]), array([ 8.62577684, 11.71712914, 21.97615641,  0.20556818]), array([ 8.53309232, 10.26930088, 21.97615641,  0.2309935 ]), array([ 8.21191564, 11.51006183, 21.1262222 ,  0.2309935 ]), array([ 8.62577684, 11.71712914, 21.97615641,  0.2309935 ])]","[0.49355602264404297, 0.4442555904388428, 0.4511439800262451, 0.47190237045288086, 0.46482205390930176]","[0.3608684539794922, 0.8346736431121826, 4.493020534515381, 0.3608684539794922, 0.3608684539794922]","[1.376820945739746, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 1.282059907913208, 0.3608684539794922, 0.3608684539794922]",8.0,10.0,20.0,0.3
14,264.86,264.8450012207031,0.0,264.8450012207031,264.8450012207031,"[264.8450012207031, 264.8450012207031, 264.8450012207031, 264.8450012207031, 264.8450012207031]",[10.06595157 13.10287742 16.3842962   0.31308534],"[array([11.52892   , 12.67015642, 16.98063225,  0.38950415]), array([11.52892   , 12.67015642, 16.98063225,  0.38950415]), array([10.83926922, 14.56819743, 18.93272459,  0.38950415]), array([11.52892   , 12.67015642, 16.98063225,  0.38950415]), array([10.32444136, 12.67015642, 16.98063225,  0.38950415])]","[0.4506649971008301, 0.4549980163574219, 0.45110034942626953, 0.4579501152038574, 0.44887804985046387]","[0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418]","[0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418, 0.00022452417761087418]",10.0,10.0,20.0,0.3
15,231.34,230.56856994628907,1.188874617860147,229.09238713491388,232.04475275766427,"[230.28114318847656, 229.9603271484375, 232.68072509765625, 229.9603271484375, 229.9603271484375]",[ 8.90331187 14.67562146 24.63241148  0.4       ],"[array([ 8.84424652, 18.50582188, 20.12082978,  0.25273304]), array([ 8.84424652, 18.50582188, 20.12082978,  0.25273304]), array([ 8.84424652, 18.50582188, 20.12082978,  0.29621508]), array([ 8.84424652, 18.50582188, 20.12082978,  0.25273304]), array([ 8.84424652, 18.50582188, 20.12082978,  0.29621508])]","[0.46738600730895996, 0.46411800384521484, 0.4635181427001953, 0.4635639190673828, 0.4595780372619629]","[1.1211700439453125, 1.9034870862960815, 1.7975536584854126, 1.9034870862960815, 1.9034870862960815]","[1.9740689754486085, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.725836992263794, 1.512328565120697]",8.0,20.0,25.0,0.4
16,219.76,219.85464477539062,0.0,219.85464477539062,219.85464477539062,"[219.85464477539062, 219.85464477539062, 219.85464477539062, 219.85464477539062, 219.85464477539062]",[ 8.94184731 14.0105202  22.54892133  0.3749609 ],"[array([ 8.43664237, 14.84187539, 23.5070972 ,  0.33273929]), array([ 8.43664237, 14.84187539, 23.5070972 ,  0.33273929]), array([ 8.08948514, 14.01832454, 23.5070972 ,  0.33273929]), array([ 8.16513036, 14.84187539, 23.5070972 ,  0.33273929]), array([ 8.08948514, 14.01832454, 23.92642226,  0.33273929])]","[0.4529438018798828, 0.4545018672943115, 0.488739013671875, 0.455751895904541, 0.45528602600097656]","[0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822]","[0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822, 0.008958673104643822]",8.0,15.0,20.0,0.2
17,224.38,224.13176574707032,0.6007764941971032,223.3858032032587,224.87772829088195,"[223.47364807128906, 224.5705108642578, 224.5705108642578, 223.47364807128906, 224.5705108642578]",[ 8.55919112 12.62737155 15.08623625  0.21733084],"[array([ 8.58528444, 13.99427007, 19.24954319,  0.21231942]), array([ 8.58528444, 13.99427007, 19.24954319,  0.21231942]), array([ 8.58528444, 13.99427007, 19.24954319,  0.21231942]), array([ 8.14655132, 13.99427007, 19.24954319,  0.21231942]), array([ 8.58528444, 13.99427007, 19.24954319,  0.21231942])]","[0.45822596549987793, 0.4462928771972656, 0.45321202278137207, 0.4555637836456299, 0.46195411682128906]","[0.8214826583862305, 0.036292530596256256, 0.036292530596256256, 0.8214826583862305, 0.036292530596256256]","[0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.35036858171224594, 0.42888759449124336]",8.0,20.0,20.0,0.3
18,306.28,299.24969482421875,6.948436192473412,290.6220717602085,307.877317888229,"[299.63800048828125, 299.63800048828125, 308.4649963378906, 299.63800048828125, 288.8694763183594]",[12.         17.6655798  22.26623349  0.3649426 ],"[array([10.99571201, 15.16765412, 24.24387598,  0.4       ]), array([10.99571201, 15.16765412, 24.24387598,  0.4       ]), array([10.92923732, 15.25669647, 24.0043048 ,  0.4       ]), array([10.99571201, 15.16765412, 24.24387598,  0.4       ]), array([10.99571201, 15.16765412, 24.24387598,  0.4       ])]","[0.5066730976104736, 0.4950118064880371, 0.5696399211883545, 0.6141109466552734, 0.4686448574066162]","[44.11614227294922, 44.11614227294922, 4.774214267730713, 44.11614227294922, 303.12628173828125]","[440.8391967773438, 371.9827392578125, 337.55451049804685, 253.7784164428711, 251.32425384521486, 251.32425384521486, 199.52222595214843, 199.52222595214843, 199.52222595214843, 147.72019805908204, 147.72019805908204, 147.72019805908204, 147.72019805908204, 147.72019805908204, 139.85181245803832, 139.85181245803832, 139.85181245803832, 139.85181245803832, 139.85181245803832, 139.85181245803832, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 88.04978456497193, 34.28066027164459, 34.28066027164459, 34.28066027164459, 31.002166271209717, 31.002166271209717, 24.445178270339966, 24.445178270339966, 24.445178270339966, 24.445178270339966, 24.445178270339966, 24.445178270339966, 24.445178270339966, 24.445178270339966, 44.11614227294922, 44.11614227294922, 44.11614227294922, 44.11614227294922, 44.11614227294922, 44.11614227294922]",10.0,20.0,25.0,0.4
19,247.57,248.2073516845703,0.0,248.2073516845703,248.2073516845703,"[248.2073516845703, 248.2073516845703, 248.2073516845703, 248.2073516845703, 248.2073516845703]",[ 9.10873974 15.18182006 20.65607622  0.21659381],"[array([ 9.89837291, 19.33031328, 20.45042922,  0.2       ]), array([ 9.89837291, 19.33031328, 20.45042922,  0.2       ]), array([ 9.89837291, 19.33031328, 20.45042922,  0.2       ]), array([ 9.71181826, 15.76990078, 20.45042922,  0.2       ]), array([ 9.86461146, 19.25681332, 22.4219885 ,  0.22337853])]","[0.4665360450744629, 0.44730615615844727, 0.47073912620544434, 0.45860719680786133, 0.4779651165008545]","[0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214]","[1.4307011723518372, 0.809117341041565, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214, 0.4062078297138214]",9.0,12.5,15.0,0.3
