replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
0.49663400650024414,0.47084999084472656,0.5136780738830566,0.4784519672393799,0.4990730285644531
0.4912140369415283,0.48201704025268555,0.499741792678833,0.635422945022583,0.607006311416626
0.4880859851837158,0.4921300411224365,0.5050008296966553,0.4765760898590088,0.5934991836547852
0.45668506622314453,0.4450070858001709,0.4515981674194336,0.4504811763763428,0.45288610458374023
0.45882701873779297,0.48563718795776367,0.46376514434814453,0.4614739418029785,0.46822500228881836
0.46809911727905273,0.5037460327148438,0.49360013008117676,0.46337389945983887,0.4855210781097412
0.4631996154785156,0.49188876152038574,0.45346784591674805,0.4965200424194336,0.5121963024139404
0.4755859375,0.4649059772491455,0.4512979984283447,0.4674108028411865,0.46031618118286133
0.45412707328796387,0.4616270065307617,0.4503340721130371,0.4662010669708252,0.46344780921936035
0.4536581039428711,0.4681582450866699,0.4552292823791504,0.49979281425476074,0.4634251594543457
0.48937106132507324,0.484173059463501,0.7153759002685547,0.4993619918823242,0.483565092086792
0.4670588970184326,0.4545319080352783,0.4482898712158203,0.45169615745544434,0.4607119560241699
0.6083064079284668,0.5566480159759521,0.45113205909729004,0.48224306106567383,0.4655780792236328
0.49355602264404297,0.4442555904388428,0.4511439800262451,0.47190237045288086,0.46482205390930176
0.4506649971008301,0.4549980163574219,0.45110034942626953,0.4579501152038574,0.44887804985046387
0.46738600730895996,0.46411800384521484,0.4635181427001953,0.4635639190673828,0.4595780372619629
0.4529438018798828,0.4545018672943115,0.488739013671875,0.455751895904541,0.45528602600097656
0.45822596549987793,0.4462928771972656,0.45321202278137207,0.4555637836456299,0.46195411682128906
0.5066730976104736,0.4950118064880371,0.5696399211883545,0.6141109466552734,0.4686448574066162
0.4665360450744629,0.44730615615844727,0.47073912620544434,0.45860719680786133,0.4779651165008545
