replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
0.1760399341583252,0.18652915954589844,0.1771860122680664,0.18102002143859863,0.17516493797302246
0.1894218921661377,0.20222210884094238,0.22547006607055664,0.19046401977539062,0.24779272079467773
0.19895410537719727,0.23032808303833008,0.2045271396636963,0.18779683113098145,0.19344496726989746
0.17473316192626953,0.15894293785095215,0.1679072380065918,0.17184686660766602,0.1786191463470459
0.23452186584472656,0.18773818016052246,0.20131468772888184,0.2460942268371582,0.2031080722808838
0.22395086288452148,0.21172189712524414,0.19270563125610352,0.18753886222839355,0.2454972267150879
0.18437504768371582,0.19904589653015137,0.17018914222717285,0.1654829978942871,0.16096782684326172
0.17507696151733398,0.1693282127380371,0.17176580429077148,0.1619126796722412,0.19101190567016602
0.20194602012634277,0.19633889198303223,0.2301478385925293,0.16972994804382324,0.30646610260009766
0.17003393173217773,0.17135405540466309,0.17560601234436035,0.16057491302490234,0.16602516174316406
0.214508056640625,0.19312405586242676,0.16797804832458496,0.2199850082397461,0.18757891654968262
0.26891303062438965,0.17099380493164062,0.16856694221496582,0.15412616729736328,0.1559000015258789
0.16576004028320312,0.1818530559539795,0.1739492416381836,0.17934894561767578,0.19922995567321777
0.157822847366333,0.17293405532836914,0.20700311660766602,0.16000890731811523,0.16292810440063477
0.15325689315795898,0.1654360294342041,0.18348908424377441,0.1545569896697998,0.15391993522644043
0.19193220138549805,0.1664872169494629,0.15747404098510742,0.16295480728149414,0.18259596824645996
0.1539299488067627,0.15789103507995605,0.16675472259521484,0.1602180004119873,0.1746361255645752
0.163222074508667,0.2093052864074707,0.15763020515441895,0.23315906524658203,0.1559138298034668
0.17280101776123047,0.17497611045837402,0.16781115531921387,0.17373180389404297,0.17091727256774902
0.1531357765197754,0.16843605041503906,0.18906593322753906,0.16405606269836426,0.15950274467468262
