replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
0.13123202323913574,0.12181997299194336,0.11416912078857422,0.11357808113098145,0.11261200904846191
0.1153709888458252,0.11541604995727539,0.11464285850524902,0.11322999000549316,0.11629796028137207
0.11295628547668457,0.11451888084411621,0.11541485786437988,0.11356210708618164,0.11276984214782715
0.11505317687988281,0.11424088478088379,0.14189696311950684,0.11219191551208496,0.11619997024536133
0.11889410018920898,0.11969399452209473,0.12609100341796875,0.12148523330688477,0.12361001968383789
0.12142395973205566,0.11784696578979492,0.12499094009399414,0.1280660629272461,0.12388205528259277
0.12490963935852051,0.13907933235168457,0.12470078468322754,0.12368607521057129,0.11811399459838867
0.12172913551330566,0.11922502517700195,0.15084290504455566,0.11831331253051758,0.11948490142822266
0.11872386932373047,0.12141990661621094,0.11985397338867188,0.11962080001831055,0.11924886703491211
0.12098002433776855,0.12009406089782715,0.12058210372924805,0.12215209007263184,0.12069177627563477
0.11887001991271973,0.1210019588470459,0.12009215354919434,0.12015008926391602,0.1184389591217041
0.12076807022094727,0.11907792091369629,0.15378522872924805,0.11646533012390137,0.11975884437561035
0.11733722686767578,0.12229084968566895,0.11918091773986816,0.11777186393737793,0.12081003189086914
0.12128686904907227,0.11610198020935059,0.11387896537780762,0.11374902725219727,0.11372804641723633
0.11331582069396973,0.11587166786193848,0.11593103408813477,0.11572408676147461,0.11298680305480957
0.11553597450256348,0.11527800559997559,0.14417576789855957,0.11270403861999512,0.11247491836547852
0.11404609680175781,0.12042617797851562,0.11464118957519531,0.11607694625854492,0.1128849983215332
0.12990379333496094,0.11667299270629883,0.1152651309967041,0.11890673637390137,0.11368083953857422
0.11357283592224121,0.11532998085021973,0.11403489112854004,0.11382198333740234,0.113555908203125
0.11442112922668457,0.11504006385803223,0.11705994606018066,0.1466817855834961,0.11250686645507812
