=== Optimizer Hyperparameter Tuning: Particle Swarm Optimization ===
Total combinations: 192

115/192 | MAE: 2.755 ± 5.897 | RMSE: 2.755 ± 5.897 | R²: 0.960 | params: {'n_particles': 40, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
116/192 | MAE: 1.057 ± 2.038 | RMSE: 1.057 ± 2.038 | R²: 0.995 | params: {'n_particles': 40, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
117/192 | MAE: 0.662 ± 1.315 | RMSE: 0.662 ± 1.315 | R²: 0.998 | params: {'n_particles': 40, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
118/192 | MAE: 2.932 ± 7.194 | RMSE: 2.932 ± 7.194 | R²: 0.944 | params: {'n_particles': 40, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
119/192 | MAE: 1.641 ± 3.770 | RMSE: 1.641 ± 3.770 | R²: 0.984 | params: {'n_particles': 40, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
120/192 | MAE: 0.736 ± 1.710 | RMSE: 0.736 ± 1.710 | R²: 0.997 | params: {'n_particles': 40, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}
121/192 | MAE: 3.159 ± 7.101 | RMSE: 3.159 ± 7.101 | R²: 0.943 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.1}
122/192 | MAE: 1.330 ± 3.771 | RMSE: 1.330 ± 3.771 | R²: 0.985 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.2}
123/192 | MAE: 0.665 ± 0.798 | RMSE: 0.665 ± 0.798 | R²: 0.999 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}
124/192 | MAE: 3.480 ± 6.429 | RMSE: 3.480 ± 6.429 | R²: 0.950 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.1}
125/192 | MAE: 1.114 ± 1.881 | RMSE: 1.114 ± 1.881 | R²: 0.996 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.2}
126/192 | MAE: 0.590 ± 0.515 | RMSE: 0.590 ± 0.515 | R²: 0.999 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.3}
127/192 | MAE: 3.523 ± 7.446 | RMSE: 3.523 ± 7.446 | R²: 0.936 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
128/192 | MAE: 1.643 ± 4.577 | RMSE: 1.643 ± 4.577 | R²: 0.978 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
129/192 | MAE: 0.685 ± 0.940 | RMSE: 0.685 ± 0.940 | R²: 0.999 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
130/192 | MAE: 2.756 ± 6.054 | RMSE: 2.756 ± 6.054 | R²: 0.959 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
131/192 | MAE: 1.094 ± 2.710 | RMSE: 1.094 ± 2.710 | R²: 0.992 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
132/192 | MAE: 0.518 ± 0.445 | RMSE: 0.518 ± 0.445 | R²: 1.000 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}
133/192 | MAE: 3.537 ± 6.345 | RMSE: 3.537 ± 6.345 | R²: 0.951 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.1}
134/192 | MAE: 1.562 ± 4.995 | RMSE: 1.562 ± 4.995 | R²: 0.974 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.2}
135/192 | MAE: 0.611 ± 0.858 | RMSE: 0.611 ± 0.858 | R²: 0.999 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}
136/192 | MAE: 3.467 ± 7.708 | RMSE: 3.467 ± 7.708 | R²: 0.933 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.1}
137/192 | MAE: 1.173 ± 3.422 | RMSE: 1.173 ± 3.422 | R²: 0.988 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.2}
138/192 | MAE: 0.582 ± 0.538 | RMSE: 0.582 ± 0.538 | R²: 0.999 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.3}
139/192 | MAE: 3.407 ± 7.007 | RMSE: 3.407 ± 7.007 | R²: 0.943 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
140/192 | MAE: 1.049 ± 2.474 | RMSE: 1.049 ± 2.474 | R²: 0.993 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
141/192 | MAE: 0.541 ± 0.566 | RMSE: 0.541 ± 0.566 | R²: 0.999 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
142/192 | MAE: 3.239 ± 7.119 | RMSE: 3.239 ± 7.119 | R²: 0.943 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
143/192 | MAE: 1.210 ± 3.246 | RMSE: 1.210 ± 3.246 | R²: 0.989 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
144/192 | MAE: 0.533 ± 0.385 | RMSE: 0.533 ± 0.385 | R²: 1.000 | params: {'n_particles': 40, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}
145/192 | MAE: 3.497 ± 7.616 | RMSE: 3.497 ± 7.616 | R²: 0.934 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.1}
146/192 | MAE: 1.097 ± 2.233 | RMSE: 1.097 ± 2.233 | R²: 0.994 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.2}
147/192 | MAE: 0.681 ± 0.722 | RMSE: 0.681 ± 0.722 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}
148/192 | MAE: 3.026 ± 6.726 | RMSE: 3.026 ± 6.726 | R²: 0.949 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.1}
149/192 | MAE: 1.797 ± 4.873 | RMSE: 1.797 ± 4.873 | R²: 0.975 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.2}
150/192 | MAE: 0.866 ± 1.579 | RMSE: 0.866 ± 1.579 | R²: 0.997 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.3}
151/192 | MAE: 2.802 ± 6.339 | RMSE: 2.802 ± 6.339 | R²: 0.955 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
152/192 | MAE: 1.289 ± 4.537 | RMSE: 1.289 ± 4.537 | R²: 0.979 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
153/192 | MAE: 0.607 ± 0.589 | RMSE: 0.607 ± 0.589 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
154/192 | MAE: 3.180 ± 7.474 | RMSE: 3.180 ± 7.474 | R²: 0.938 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
155/192 | MAE: 1.789 ± 5.027 | RMSE: 1.789 ± 5.027 | R²: 0.973 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
156/192 | MAE: 0.592 ± 0.782 | RMSE: 0.592 ± 0.782 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}
157/192 | MAE: 2.627 ± 4.533 | RMSE: 2.627 ± 4.533 | R²: 0.974 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.1}
158/192 | MAE: 1.244 ± 2.814 | RMSE: 1.244 ± 2.814 | R²: 0.991 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.2}
159/192 | MAE: 0.616 ± 0.529 | RMSE: 0.616 ± 0.529 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}
160/192 | MAE: 3.421 ± 6.772 | RMSE: 3.421 ± 6.772 | R²: 0.946 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.1}
161/192 | MAE: 1.467 ± 3.130 | RMSE: 1.467 ± 3.130 | R²: 0.989 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.2}
162/192 | MAE: 0.716 ± 0.868 | RMSE: 0.716 ± 0.868 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.3}
163/192 | MAE: 2.871 ± 7.210 | RMSE: 2.871 ± 7.210 | R²: 0.944 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
164/192 | MAE: 1.174 ± 4.331 | RMSE: 1.174 ± 4.331 | R²: 0.981 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
165/192 | MAE: 0.508 ± 0.457 | RMSE: 0.508 ± 0.457 | R²: 1.000 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
166/192 | MAE: 3.121 ± 7.186 | RMSE: 3.121 ± 7.186 | R²: 0.943 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
167/192 | MAE: 1.277 ± 3.186 | RMSE: 1.277 ± 3.186 | R²: 0.989 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
168/192 | MAE: 0.766 ± 1.720 | RMSE: 0.766 ± 1.720 | R²: 0.997 | params: {'n_particles': 50, 'w_max': 0.8, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}
169/192 | MAE: 2.639 ± 6.648 | RMSE: 2.639 ± 6.648 | R²: 0.952 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.1}
170/192 | MAE: 1.370 ± 4.670 | RMSE: 1.370 ± 4.670 | R²: 0.978 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.2}
171/192 | MAE: 0.456 ± 0.396 | RMSE: 0.456 ± 0.396 | R²: 1.000 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}
172/192 | MAE: 3.606 ± 7.884 | RMSE: 3.606 ± 7.884 | R²: 0.930 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.1}
173/192 | MAE: 1.053 ± 1.975 | RMSE: 1.053 ± 1.975 | R²: 0.995 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.2}
174/192 | MAE: 0.706 ± 1.103 | RMSE: 0.706 ± 1.103 | R²: 0.998 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.3}
175/192 | MAE: 3.446 ± 7.031 | RMSE: 3.446 ± 7.031 | R²: 0.943 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
176/192 | MAE: 1.197 ± 3.838 | RMSE: 1.197 ± 3.838 | R²: 0.985 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
177/192 | MAE: 0.524 ± 0.511 | RMSE: 0.524 ± 0.511 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
178/192 | MAE: 2.310 ± 6.188 | RMSE: 2.310 ± 6.188 | R²: 0.959 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
179/192 | MAE: 1.267 ± 3.290 | RMSE: 1.267 ± 3.290 | R²: 0.988 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
180/192 | MAE: 0.487 ± 0.410 | RMSE: 0.487 ± 0.410 | R²: 1.000 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}
181/192 | MAE: 2.455 ± 4.565 | RMSE: 2.455 ± 4.565 | R²: 0.975 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.1}
182/192 | MAE: 1.843 ± 6.231 | RMSE: 1.843 ± 6.231 | R²: 0.961 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.2}
183/192 | MAE: 0.637 ± 0.777 | RMSE: 0.637 ± 0.777 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}
184/192 | MAE: 3.157 ± 6.795 | RMSE: 3.157 ± 6.795 | R²: 0.947 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.1}
185/192 | MAE: 1.126 ± 4.430 | RMSE: 1.126 ± 4.430 | R²: 0.980 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.2}
186/192 | MAE: 0.567 ± 0.700 | RMSE: 0.567 ± 0.700 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 1.5, 'c2': 2.0, 'max_velocity': 0.3}
187/192 | MAE: 2.710 ± 5.571 | RMSE: 2.710 ± 5.571 | R²: 0.964 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.1}
188/192 | MAE: 1.206 ± 3.443 | RMSE: 1.206 ± 3.443 | R²: 0.988 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.2}
189/192 | MAE: 0.591 ± 0.912 | RMSE: 0.591 ± 0.912 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 1.5, 'max_velocity': 0.3}
190/192 | MAE: 2.996 ± 5.841 | RMSE: 2.996 ± 5.841 | R²: 0.960 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.1}
191/192 | MAE: 1.096 ± 3.750 | RMSE: 1.096 ± 3.750 | R²: 0.986 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.2}
192/192 | MAE: 0.564 ± 0.794 | RMSE: 0.564 ± 0.794 | R²: 0.999 | params: {'n_particles': 50, 'w_max': 0.9, 'w_min': 0.4, 'c1': 2.0, 'c2': 2.0, 'max_velocity': 0.3}

=== Best Optimizer Hyperparameters ===
{'n_particles': 50, 'w_max': 0.9, 'w_min': 0.3, 'c1': 1.5, 'c2': 1.5, 'max_velocity': 0.3}

Validation metrics (mean ± std):
MAE:  0.456 ± 0.396
RMSE: 0.456 ± 0.396
R²:   1.000

Raw values:
MAE mean: 0.456
MAE std:  0.396
RMSE mean: 0.456
RMSE std:  0.396
