replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
0.031510114669799805,0.021938800811767578,0.02357792854309082,0.02454519271850586,0.02338099479675293
0.02377796173095703,0.023357868194580078,0.023524999618530273,0.025903940200805664,0.026320934295654297
0.02624678611755371,0.02628302574157715,0.024097681045532227,0.024345874786376953,0.023694753646850586
0.02390766143798828,0.023617982864379883,0.026359081268310547,0.02619481086730957,0.02329087257385254
0.026908159255981445,0.034198760986328125,0.024357080459594727,0.04451107978820801,0.024787187576293945
0.024957895278930664,0.055536746978759766,0.023279190063476562,0.023588895797729492,0.023097991943359375
0.023511171340942383,0.024477005004882812,0.022588014602661133,0.024313926696777344,0.023455142974853516
0.020905017852783203,0.023734092712402344,0.022854089736938477,0.02376699447631836,0.022922039031982422
0.02416825294494629,0.02284097671508789,0.024505138397216797,0.025413990020751953,0.021818161010742188
0.022648096084594727,0.023209095001220703,0.023650169372558594,0.023329734802246094,0.02562689781188965
0.022903919219970703,0.021561145782470703,0.024072885513305664,0.023490190505981445,0.024306058883666992
0.022496938705444336,0.023752927780151367,0.02248215675354004,0.024773836135864258,0.023571014404296875
0.02405524253845215,0.06196308135986328,0.03612112998962402,0.025754928588867188,0.06856083869934082
0.023265838623046875,0.024053096771240234,0.024821043014526367,0.022284984588623047,0.022804975509643555
0.025157928466796875,0.02562403678894043,0.026277780532836914,0.026320219039916992,0.027730226516723633
0.023890972137451172,0.05182313919067383,0.06330204010009766,0.027196168899536133,0.024085044860839844
0.02579975128173828,0.022530078887939453,0.025417804718017578,0.024200916290283203,0.0241851806640625
0.024729013442993164,0.02436208724975586,0.026072978973388672,0.02377176284790039,0.02710866928100586
0.028666973114013672,0.025709867477416992,0.025238752365112305,0.024450063705444336,0.05784916877746582
0.02543497085571289,0.03534412384033203,0.027711868286132812,0.027385950088500977,0.024801015853881836
