replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
0.033771514892578125,0.020525217056274414,0.01821279525756836,0.021726131439208984,0.026290178298950195
0.024216413497924805,0.018178939819335938,0.020214080810546875,0.028743743896484375,0.0384221076965332
0.025758981704711914,0.02315497398376465,0.023193836212158203,0.019652843475341797,0.02119302749633789
0.01653909683227539,0.017996788024902344,0.020480632781982422,0.07509493827819824,0.04017448425292969
0.020724773406982422,0.024073123931884766,0.023499727249145508,0.02370429039001465,0.05075955390930176
0.0395662784576416,0.05479168891906738,0.049997568130493164,0.03198361396789551,0.0365598201751709
0.029720306396484375,0.021780967712402344,0.11948776245117188,0.12141895294189453,0.023705720901489258
0.02294015884399414,0.031242847442626953,0.044431209564208984,0.0589909553527832,0.34810304641723633
0.03434348106384277,0.023390769958496094,0.032675743103027344,0.01882171630859375,0.02100968360900879
0.018030166625976562,0.0237274169921875,0.01792001724243164,0.04732346534729004,0.04628109931945801
0.03671002388000488,0.027089595794677734,0.019330501556396484,0.022061586380004883,0.019030094146728516
0.020642518997192383,0.031909942626953125,0.05177783966064453,0.04556989669799805,0.020096302032470703
0.019191503524780273,0.04483461380004883,0.023061037063598633,0.03946185111999512,0.04834318161010742
0.03369927406311035,0.017621755599975586,0.020040273666381836,0.19878149032592773,0.03678393363952637
0.027353525161743164,0.02857065200805664,0.02447795867919922,0.026053428649902344,0.03291487693786621
0.024377107620239258,0.02432560920715332,0.030088424682617188,0.06858944892883301,0.04135560989379883
0.04454374313354492,0.06569862365722656,0.02921748161315918,0.018401145935058594,0.018822669982910156
0.020596027374267578,0.021790266036987305,0.02007436752319336,0.03589940071105957,0.06770658493041992
0.024775981903076172,0.02670741081237793,0.017627954483032227,0.020479679107666016,0.0526580810546875
0.045789241790771484,0.026248455047607422,0.026208162307739258,0.02131032943725586,0.020555734634399414
