test_index,target,prediction_mean,prediction_std,prediction_ci_low,prediction_ci_high,replica_predictions,best_candidate,top_candidates,replica_times,final_costs_replicas,avg_cost_history,input_0,input_1,input_2,input_3
10,297.65,284.4793701171875,0.0,284.4793701171875,284.4793701171875,"[284.4793701171875, 284.4793701171875, 284.4793701171875, 284.4793701171875, 284.4793701171875]",[11.52052541 18.87753509 24.57663475  0.37354109],"[array([10.05753299, 15.88759464, 22.89868107,  0.33124798]), array([11.10556547, 15.95926812, 21.443657  ,  0.35150196]), array([11.48022077, 16.78393146, 21.60532415,  0.32292856]), array([10.29981397, 18.89931056, 21.50878837,  0.29504931]), array([10.30830977, 18.7294873 , 23.63623001,  0.27430392])]","[0.08278393745422363, 0.05892205238342285, 0.12349319458007812, 0.028853893280029297, 0.027160167694091797]","[1151.0704345703125, 498.8804626464844, 1415.8358154296875, 3969.657470703125, 974.7094116210938]","[3338.3157592773437, 2819.0964233398436, 1565.4541076660157, 4414.868359375, 1490.15126953125, 3777.619177246094, 1610.735546875, 3430.0555786132813, 2422.989862060547, 1951.410467529297, 966.6664794921875, 3598.4843017578123, 1063.2827270507812, 2149.7121459960936, 2175.4983459472655, 1611.0843414306642, 3266.327099609375, 1291.562564086914, 2222.5274047851562, 2696.662451171875, 2550.743231201172, 3603.0714599609373, 997.5592163085937, 2533.7508056640627, 1601.14111328125, 2116.6194580078127, 2132.2426513671876, 1407.1189331054688, 2364.778948974609, 2993.5556549072267, 1931.591796875, 2991.1267578125, 1864.3905090332032, 2865.7995483398436, 2502.9511840820314, 4590.2620849609375, 1697.9513916015626, 2466.4572509765626, 3331.8282012939453, 3986.4489990234374, 3145.7291748046873, 2871.0329650878907, 1600.5533966064454, 2672.3000610351564, 2210.6965576171874, 1289.7995849609374, 1173.8480834960938, 1537.053775024414, 2603.5657470703127, 1602.0307189941407]",12.0,15.0,15.0,0.3
11,256.11,256.12294921875,3.162369411708037,252.19634897121134,260.04954946628874,"[251.144775390625, 255.86544799804688, 258.8695373535156, 258.8695373535156, 255.86544799804688]",[11.84005063 10.37784222 24.77632337  0.2009289 ],"[array([11.84005063, 10.37784222, 24.77632337,  0.2009289 ]), array([10.19248026, 14.5301475 , 23.77758342,  0.22000633]), array([11.16888939, 14.16070236, 15.93431867,  0.29686858]), array([11.69845013, 18.26257729, 18.34077217,  0.25448929]), array([11.49467462, 13.07325181, 24.38588858,  0.26338906])]","[0.027601242065429688, 0.028339862823486328, 0.03251147270202637, 0.027049541473388672, 0.027301549911499023]","[76.30049896240234, 106.49562072753906, 274.72393798828125, 813.3819580078125, 22.222557067871094]","[666.739370727539, 376.34613037109375, 814.083636379242, 329.3122809007764, 171.75722541809083, 304.1540187835693, 376.93853759765625, 456.9651733398438, 352.7190856933594, 46.362223052978514, 624.2054656982422, 279.2689353942871, 454.56648178100585, 814.0875274658204, 410.69655456542966, 271.5031509399414, 334.5445831298828, 381.0580513000488, 325.2579711914062, 145.89448623657228, 233.74619522094727, 214.53500099182128, 129.71766510009766, 360.3897132873535, 539.1893753051758, 375.98824310302734, 721.609220123291, 212.80628128051757, 420.00771474838257, 305.1188735961914, 360.9537185668945, 337.2311363220215, 286.76848741322755, 207.40020828247071, 323.7752470970154, 161.55575370788574, 302.1507713317871, 483.06826171875, 538.6109405517578, 590.2541961669922, 249.02122192382814, 288.5879282832146, 393.2910675048828, 833.2624313354493, 536.2789100646972, 574.4109130859375, 292.2657180786133, 81.96039733886718, 380.2355619981885, 258.6249145507812]",10.0,10.0,20.0,0.2
12,196.63,217.1043670654297,2.9891395228122852,213.3928601343457,220.8158739965137,"[221.85838317871094, 216.88804626464844, 213.5819854736328, 216.88804626464844, 216.3053741455078]",[ 8.60317126 18.35949111 24.35905585  0.22739302],"[array([ 8.01401865, 10.27629756, 23.23840515,  0.23989254]), array([ 8.66947012, 19.78456672, 18.75040698,  0.22138512]), array([ 8.58739268, 15.51031353, 16.44654902,  0.32224287]), array([ 8.7349557 , 15.11486769, 15.9326012 ,  0.38417723]), array([ 8.33561017, 15.16653489, 17.25058346,  0.28215542])]","[0.09053850173950195, 0.038346290588378906, 0.02849292755126953, 0.027477264404296875, 0.03402829170227051]","[5784.32958984375, 5636.56884765625, 5429.24951171875, 4420.90234375, 4501.41162109375]","[3865.93740234375, 4125.115881347656, 3656.4387451171874, 3236.013623046875, 1931.6346923828125, 3187.6535766601564, 3573.99228515625, 3415.629833984375, 3396.145300292969, 3296.5777221679687, 3517.542932128906, 2507.51181640625, 3143.9359130859375, 4432.835302734375, 3687.699426269531, 3301.4090576171875, 3501.7669189453127, 4980.471044921875, 2810.5384887695313, 3539.2453491210936, 4325.552270507813, 3576.203466796875, 3890.2838745117188, 3236.4435913085936, 2685.111608886719, 3695.542236328125, 3621.980017089844, 2788.865441894531, 2512.149609375, 1969.0108520507813, 3009.4295166015627, 2520.968957519531, 4967.492236328125, 3722.87548828125, 3099.103552246094, 3722.986407470703, 2858.2861083984376, 2704.3899780273437, 2383.8015869140627, 4043.099853515625, 2996.3647888183596, 3391.9173095703127, 3738.5556884765624, 1890.3999145507812, 918.1606201171875, 3469.2582397460938, 2111.7044189453127, 4412.379418945313, 3710.727294921875, 5154.4923828125]",8.0,20.0,15.0,0.2
13,232.08,229.86593627929688,0.08616668041806431,229.75894621437703,229.97292634421672,"[229.80300903320312, 229.9603271484375, 229.80300903320312, 229.80300903320312, 229.9603271484375]",[ 8.68980736 16.01308364 22.12187982  0.26341475],"[array([ 8.28908805, 18.75885721, 20.24285983,  0.28165335]), array([ 9.16663508, 11.2325562 , 23.05763833,  0.20184846]), array([ 8.3190537 , 14.01920187, 21.46597284,  0.2701437 ]), array([ 8.47719832, 11.02808562, 15.7748729 ,  0.31865189]), array([ 8.69250176, 10.47811064, 17.4645987 ,  0.2286395 ])]","[0.06914472579956055, 0.03149676322937012, 0.027159929275512695, 0.02762436866760254, 0.02662968635559082]","[1001.2517700195312, 928.8180541992188, 1648.748291015625, 2745.69384765625, 1073.545166015625]","[312.2685127258301, 787.524995803833, 33.15874586105347, 296.0833061218262, 311.12804412841797, 787.6660995483398, 941.915495300293, 233.18955841064454, 647.482445526123, 857.3937149047852, 391.2601657867432, 760.5341674804688, 1251.0792358398437, 912.0413780212402, 58.72156972885132, 1191.1136749267578, 1149.087240600586, 673.6968803405762, 262.9248766899109, 1101.126560974121, 1259.7686553955077, 1256.9765811920165, 284.2032196044922, 706.6109344482422, 838.6029357910156, 780.9592613220215, 905.3434211730957, 813.7391464233399, 797.3811674118042, 632.726708984375, 598.0413608551025, 1476.7729496002198, 646.9008941650391, 1044.0180358886719, 750.5264312744141, 579.5719985961914, 324.42594451904296, 1348.800833129883, 873.5512943267822, 98.69149465560913, 546.1693746566773, 861.2804748535157, 1274.7691162109375, 1543.6618286132812, 871.0282211303711, 268.5467357635498, 451.3519616127014, 776.7132633209228, 771.2646522521973, 1479.61142578125]",8.0,10.0,20.0,0.3
14,264.86,264.6205139160156,0.5019688733669572,263.99723723773695,265.2437905942943,"[264.8450012207031, 263.7225646972656, 264.8450012207031, 264.8450012207031, 264.8450012207031]",[11.94174954 13.40450696 18.11971542  0.38119104],"[array([10.24510206, 13.37755761, 15.71650614,  0.38870071]), array([10.95820459, 16.05003061, 18.92127855,  0.22366481]), array([10.52074228, 18.03754948, 19.52008288,  0.30381835]), array([11.19268321, 17.86613061, 18.64500965,  0.39775208]), array([10.86193672, 18.08927307, 19.52533644,  0.30131076])]","[0.032395362854003906, 0.10387825965881348, 0.0294649600982666, 0.027037620544433594, 0.1113581657409668]","[1228.9915771484375, 80.90170288085938, 2.463869094848633, 260.7168273925781, 834.5174560546875]","[865.22587890625, 403.0860656738281, 100.35081367492675, 311.5779761314392, 522.1873779296875, 104.65053766835481, 305.18253021240236, 320.6899559020996, 1039.4580487251283, 316.3740658760071, 720.2068740844727, 542.2230138778687, 169.93590593338013, 322.3995662689209, 471.1021671295166, 258.508069562912, 347.90640085805205, 290.4492048131302, 1199.1815490722656, 1031.0440837383271, 831.157422542572, 799.5127433776855, 836.8415855407715, 979.8610923767089, 379.91687326431276, 538.5077388763427, 597.5945682525635, 411.9551675796509, 455.6288098812103, 865.6626976013183, 302.4626356124878, 272.4590690612793, 401.2971588134766, 1095.883272443898, 495.77496910095215, 308.9787124633789, 727.1218644142151, 911.6439929485321, 272.80104026794436, 185.1655939102173, 332.93226470947263, 790.0860800610856, 1069.9250082837418, 389.974324798584, 184.91507635116577, 780.0333117961884, 162.18048790562898, 631.4975372314453, 770.3223762512207, 481.51828651428224]",10.0,10.0,20.0,0.3
15,231.34,230.03001708984374,1.9263836398793222,227.63809587747684,232.42193830221063,"[229.80300903320312, 229.80300903320312, 227.5901336669922, 232.9936065673828, 229.9603271484375]",[ 8.60592845 14.00589357 19.82817494  0.27113748],"[array([ 8.33817334, 19.85344719, 20.8811157 ,  0.25130652]), array([ 8.18191181, 15.89200907, 22.2192397 ,  0.35470384]), array([ 8.33465364, 12.73312359, 17.97719848,  0.31214864]), array([ 8.59926514, 14.44159072, 16.76863212,  0.33242547]), array([ 8.63178549, 19.04163684, 17.30634646,  0.25828045])]","[0.0282742977142334, 0.028482913970947266, 0.041810035705566406, 0.0271151065826416, 0.02738499641418457]","[1231.2843017578125, 215.33018493652344, 27.52886390686035, 84.35661315917969, 2580.49609375]","[449.42685546875, 281.7777317047119, 1213.1769577026366, 1090.491892671585, 1088.3741104125977, 652.1459312438965, 554.3295078277588, 870.2248229980469, 579.7688443183899, 708.687238740921, 1106.2431988239289, 220.43378114700317, 273.25393028259276, 425.5062512397766, 705.7947891235351, 467.60639169216154, 1482.8346885681153, 841.9166477203369, 780.1295143127442, 536.8903091430664, 1279.0479827880858, 1777.3291900634765, 741.1789604187012, 996.6218536376953, 961.3652526855469, 604.2370788574219, 943.204460144043, 681.0574142456055, 643.2958187103271, 316.96813621520994, 773.5226602554321, 534.0159819602966, 721.8027961730957, 1508.92509765625, 134.79001960754394, 669.4195709228516, 1344.10662689209, 403.3749118804932, 626.579888534546, 1212.2102905273437, 858.5897296905517, 396.18649044036863, 469.2755603790283, 1281.7475547790527, 818.9569519042968, 1036.842625427246, 406.64821548461913, 473.8362112045288, 758.9488647460937, 827.7992115020752]",8.0,20.0,25.0,0.4
16,219.76,220.0628204345703,2.038011063294588,217.53229546933645,222.59334539980418,"[221.85838317871094, 221.85838317871094, 219.85464477539062, 216.88804626464844, 219.85464477539062]",[ 8.10513909 14.50621048 22.58555228  0.30922889],"[array([ 8.27512263, 13.6205585 , 24.35382261,  0.37251785]), array([ 8.98870788, 12.58982177, 23.75576367,  0.30302753]), array([ 8.82577077, 15.27441046, 17.04008637,  0.22413769]), array([ 8.74566742, 11.20191541, 23.70303778,  0.38788633]), array([ 8.65099643, 12.02084315, 23.89601395,  0.3823366 ])]","[0.04686737060546875, 0.0934758186340332, 0.05226612091064453, 0.038767337799072266, 0.027208328247070312]","[2872.25244140625, 433.2782897949219, 100.86214447021484, 290.460693359375, 3840.037109375]","[1798.753192138672, 1582.5706832885742, 1250.234104537964, 1324.3698486328126, 1603.2188402175902, 1336.3157605171205, 1846.3411113739014, 588.3233906745911, 2208.6135986328127, 1752.3317302703858, 1515.1701519012452, 1470.4626268386842, 1615.3125762939453, 1814.1346965789794, 1822.2970581054688, 751.9298564910889, 219.20715627670288, 1421.0186447143556, 2159.6019332885744, 378.2595806121826, 1964.580389404297, 1437.8694017410278, 1378.2289001464844, 1132.6585556030273, 755.7235431384295, 1498.603826904297, 1541.3594619750977, 881.1565547585487, 1132.8697021484375, 849.2300659179688, 1837.200761604309, 2049.8188537597657, 1738.3167711257934, 1605.7660217285156, 1560.432974595949, 1356.9445638369768, 892.6879817008972, 1224.313320159912, 1012.6685279846191, 1171.079011821747, 1456.829430770874, 2190.638508605957, 1834.1543518066405, 2179.095782470703, 1267.6903667449951, 1567.188902282715, 918.6156536102295, 2047.6081420898438, 2610.7513671875, 1507.3781356811523]",8.0,15.0,20.0,0.2
17,224.38,224.79440612792968,0.9595912563026842,223.60291621198752,225.98589604387183,"[225.3080596923828, 224.5705108642578, 226.04930114746094, 223.47364807128906, 224.5705108642578]",[ 8.88494139 15.27393514 16.69820346  0.36008201],"[array([ 8.0398145 , 14.71643097, 19.28645569,  0.24677355]), array([ 8.757094  , 15.33507663, 18.17976049,  0.30528272]), array([ 8.25757179, 12.6918644 , 21.06945413,  0.22461757]), array([ 8.2577505 , 17.33830119, 20.39090145,  0.2397166 ]), array([ 8.45872497, 17.14263463, 17.17762619,  0.23532469])]","[0.08599305152893066, 0.095123291015625, 0.027513980865478516, 0.02614450454711914, 0.028723955154418945]","[0.8612857460975647, 262.28863525390625, 5.670162677764893, 262.28863525390625, 3336.052978515625]","[1470.6438598632812, 843.9243120193481, 1430.9116216659545, 1153.4640998840332, 678.5236904144288, 879.6527202606201, 959.9284534454346, 1632.4910217285155, 1195.439405722916, 92.64898996353149, 1181.1772266387939, 981.9223251342773, 968.414942932129, 1222.9777786254883, 705.4252499699593, 651.219441986084, 2033.7373352050781, 1231.5750244140625, 1593.6720275878906, 785.3944231033325, 1471.2845092773437, 1295.7465735554695, 1945.8508056640626, 1435.335725402832, 1182.9782634735107, 1084.3003936767577, 1305.8505020141602, 1430.8740973472595, 1326.4311538696288, 674.9391372680664, 787.4293692708015, 938.9797073364258, 1463.5991943359375, 638.0297049641609, 1243.9912859871984, 2350.157275390625, 847.8789840698242, 703.1257247924805, 1176.913556289673, 1009.5970428466796, 1919.8572692871094, 2503.2741701126097, 1593.9528442382812, 534.1535888314247, 1014.3206558227539, 1036.7231067657472, 510.1877656936646, 831.5347259521484, 493.90429162979126, 773.43233948946]",8.0,20.0,20.0,0.3
18,306.28,284.4793701171875,0.0,284.4793701171875,284.4793701171875,"[284.4793701171875, 284.4793701171875, 284.4793701171875, 284.4793701171875, 284.4793701171875]",[11.82603498 17.76880996 22.87069503  0.32474439],"[array([11.51067707, 16.42639671, 23.90007275,  0.30707951]), array([11.76614498, 19.53902461, 23.82142314,  0.31273361]), array([10.5877578 , 18.69616998, 22.75897082,  0.32601877]), array([10.70928635, 16.18037481, 22.0556319 ,  0.36576445]), array([11.92903763, 16.85676636, 24.75481992,  0.21147769])]","[0.026761531829833984, 0.07233929634094238, 0.05677652359008789, 0.05451703071594238, 0.038498640060424805]","[958.8706665039062, 5131.60546875, 4943.21875, 475.26739501953125, 6397.4052734375]","[1824.85244140625, 4530.404125976563, 2744.697961425781, 2594.834826660156, 3245.908740234375, 2552.4986083984377, 3166.2975341796873, 1579.0103881835937, 3067.1411376953124, 4343.279370117188, 2288.7713012695312, 1738.548388671875, 4955.178869628906, 2686.574841308594, 4726.47421875, 5703.41201171875, 2504.1317138671875, 3666.9799194335938, 2679.5806640625, 3423.534912109375, 4486.230517578125, 2550.489404296875, 3165.924560546875, 3567.280029296875, 3744.72578125, 3961.2885498046876, 4479.3958984375, 3384.1659912109376, 3076.4535278320313, 3551.078173828125, 3776.0732666015624, 4558.0375, 5279.36455078125, 3542.29228515625, 3356.7608154296877, 2042.9857177734375, 4295.311096191406, 2309.884973144531, 2640.8802978515623, 4867.840869140625, 3091.6944946289063, 3406.5971069335938, 2733.63642578125, 3684.7850830078123, 3146.8669921875, 3611.5319091796873, 2004.1866577148437, 2747.7805908203127, 3462.988806152344, 3581.2735107421877]",10.0,20.0,25.0,0.4
19,247.57,247.05550537109374,2.4267508301500156,244.04229623268537,250.06871450950212,"[245.9266815185547, 246.01412963867188, 246.01412963867188, 245.9266815185547, 251.39590454101562]",[ 9.98901726 10.60401869 21.06859704  0.36166528],"[array([11.55984049, 14.67540262, 23.49713045,  0.26543565]), array([ 9.08213938, 16.28631216, 24.17406926,  0.26329491]), array([ 9.35588335, 13.54801419, 20.79628528,  0.3466883 ]), array([ 9.92832463, 14.63501566, 20.21929953,  0.39056092]), array([ 9.42259373, 14.34000017, 17.60629298,  0.23452545])]","[0.038184404373168945, 0.027765989303588867, 0.02596735954284668, 0.027898550033569336, 0.027901172637939453]","[466.823974609375, 155.0620880126953, 517.2639770507812, 12.778966903686523, 528.9768676757812]","[492.30309810638425, 224.91222696304322, 343.57697677612305, 307.4799297332764, 233.2326759338379, 492.6687606811523, 119.9110348701477, 461.66123085021974, 160.16141777038575, 334.9570427417755, 579.3030822753906, 638.0686645507812, 426.04992599487304, 315.07491092681886, 385.55547256469725, 303.47264366149903, 217.43101196289064, 431.9913028717041, 169.6712875366211, 357.28157806396484, 408.9684017658234, 900.6168518066406, 444.4664581298828, 508.78929748535154, 228.25746307373046, 362.88403167724607, 195.25591049194335, 945.931494140625, 416.38903560638425, 450.3020332813263, 96.08559036254883, 546.3427040100098, 469.8016876220703, 455.7668510437012, 389.216382598877, 687.8874694824219, 476.56496505737306, 572.5440292358398, 550.7626846313476, 258.8666723251343, 433.1365270614624, 108.9288558959961, 334.1884338378906, 433.6249256134033, 346.5990043640137, 254.6047836303711, 521.690502166748, 439.6751022338867, 388.2984169483185, 336.1811748504639]",9.0,12.5,15.0,0.3
