replica_1_sec,replica_2_sec,replica_3_sec,replica_4_sec,replica_5_sec
1.2613153457641602,1.3309741020202637,1.8342363834381104,1.1572387218475342,1.987525224685669
1.288083791732788,1.7816126346588135,1.1611981391906738,1.2154593467712402,1.856257677078247
1.4353547096252441,2.022768497467041,1.6680989265441895,1.1835205554962158,1.0703134536743164
1.1151139736175537,1.0571017265319824,1.3661220073699951,1.0908451080322266,1.0663392543792725
1.1222646236419678,1.0941965579986572,1.060873031616211,1.1148450374603271,1.2889740467071533
1.5044505596160889,2.0041544437408447,1.6348071098327637,1.2980382442474365,1.2262966632843018
1.477661371231079,1.569631576538086,1.2570440769195557,1.222893476486206,1.2010045051574707
1.205021858215332,1.2188186645507812,1.240706443786621,1.520986557006836,1.1674647331237793
1.2456276416778564,1.2446033954620361,1.3961904048919678,1.3405191898345947,1.3423595428466797
1.541154146194458,1.3080949783325195,1.2442593574523926,1.2315962314605713,1.3331091403961182
1.328946590423584,1.9093294143676758,2.3152425289154053,1.3729825019836426,2.0385360717773438
1.2610278129577637,2.0188381671905518,1.4763834476470947,1.2497127056121826,1.3801372051239014
1.302844762802124,1.2819199562072754,1.3135082721710205,1.7497563362121582,1.6349682807922363
1.71244478225708,3.6650097370147705,1.907578468322754,1.7711646556854248,1.3431291580200195
1.397704839706421,1.4380850791931152,1.3778915405273438,1.3105523586273193,1.653090476989746
1.428527593612671,1.5480446815490723,1.3919565677642822,1.4629855155944824,1.3525974750518799
1.3961927890777588,1.6604726314544678,1.2967674732208252,1.3023087978363037,1.4025824069976807
1.357461929321289,2.7416257858276367,1.685807228088379,1.435978651046753,1.429107427597046
1.4495670795440674,1.359283685684204,1.4791839122772217,2.1189382076263428,2.167583465576172
1.4753825664520264,1.3271145820617676,1.4223277568817139,1.340696096420288,2.731412172317505
