test_index,target,prediction_mean,prediction_std,prediction_ci_low,prediction_ci_high,replica_predictions,best_candidate,top_candidates,replica_times,final_costs_replicas,avg_cost_history,input_0,input_1,input_2,input_3
0,342.45,305.52386474609375,15.351341674077297,286.46265646526683,324.58507302692067,"[309.9395446777344, 299.63800048828125, 299.63800048828125, 288.8694763183594, 329.5343017578125]",[12.         20.         22.91395109  0.34453973],"[array([12.        , 20.        , 22.91395109,  0.34453973]), array([12.        , 20.        , 22.91395109,  0.34453973]), array([12.        , 20.        , 22.91395109,  0.34453973]), array([12.        , 20.        , 22.91395109,  0.34453973]), array([12.        , 20.        , 22.50896015,  0.34453973])]","[1.2613153457641602, 1.3309741020202637, 1.8342363834381104, 1.1572387218475342, 1.987525224685669]","[1056.9305419921875, 1832.868408203125, 1832.868408203125, 2870.873779296875, 166.81558227539062]","[3064.5427734375, 2800.644384765625, 2800.644384765625, 2708.2070556640624, 2508.0851318359373, 2145.296484375, 2145.296484375, 2145.296484375, 2145.296484375, 2145.296484375, 2145.296484375, 2145.296484375, 2145.296484375, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1937.69541015625, 1806.3283447265626, 1773.0880126953125, 1773.0880126953125, 1773.0880126953125, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1759.6724182128905, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1552.0713439941405, 1222.370735168457, 1222.370735168457, 1222.370735168457, 1222.370735168457, 1277.5174662272136, 1277.5174662272136, 1277.5174662272136, 1277.5174662272136, 1277.5174662272136, 1277.5174662272136, 1277.5174662272136, 1277.5174662272136, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 999.8419952392578, 1832.868408203125, 1832.868408203125, 1832.868408203125, 1832.868408203125, 1832.868408203125, 1832.868408203125]",12.0,20.0,25.0,0.4
1,337.88,302.89007568359375,6.675005824045154,294.6019612640764,311.1781901031111,"[309.9395446777344, 299.63800048828125, 295.2952880859375, 299.63800048828125, 309.9395446777344]",[12.         17.26124901 20.792253    0.4       ],"[array([12.        , 15.78952514, 22.49117524,  0.4       ]), array([12.        , 15.78952514, 22.49117524,  0.4       ]), array([12.        , 15.78952514, 22.49117524,  0.4       ]), array([12.        , 15.78952514, 22.49117524,  0.4       ]), array([12.        , 15.78952514, 22.49117524,  0.4       ])]","[1.288083791732788, 1.7816126346588135, 1.1611981391906738, 1.2154593467712402, 1.856257677078247]","[780.6693115234375, 1462.450927734375, 1813.4581298828125, 1462.450927734375, 780.6693115234375]","[2851.627685546875, 2671.789404296875, 2305.9904052734373, 2245.4193603515623, 2066.8785034179687, 2066.8785034179687, 1960.044677734375, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1772.128466796875, 1597.626904296875, 1584.212255859375, 1584.212255859375, 1584.212255859375, 1584.212255859375, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1396.296044921875, 1292.0055236816406, 1121.5601196289062, 1235.1903889973958, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062, 1121.5601196289062]",12.0,20.0,20.0,0.4
2,278.4,280.4644348144531,0.17710848476571514,280.2445255851431,280.68434404376313,"[280.54364013671875, 280.1476135253906, 280.54364013671875, 280.54364013671875, 280.54364013671875]",[10.8800579  17.48176593 25.          0.4       ],"[array([11.65282807, 17.09762523, 24.33689516,  0.20442606]), array([11.65282807, 17.09762523, 24.33689516,  0.20442606]), array([10.89849616, 19.79219797, 24.89957953,  0.22885411]), array([10.6972495 , 18.07539322, 23.45638302,  0.20442606]), array([10.77222253, 18.24516205, 23.5521485 ,  0.20510632])]","[1.4353547096252441, 2.022768497467041, 1.6680989265441895, 1.1835205554962158, 1.0703134536743164]","[4.595219135284424, 3.0541744232177734, 4.595219135284424, 4.595219135284424, 4.595219135284424]","[4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.595219135284424, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 4.287010192871094, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734, 3.0541744232177734]",12.0,20.0,15.0,0.3
3,260.71,260.97569580078124,0.5329086078944963,260.31400236802574,261.63738923353674,"[261.2140197753906, 261.2140197753906, 260.02239990234375, 261.2140197753906, 261.2140197753906]",[11.07697168 11.59505208 24.12970612  0.3095212 ],"[array([11.25065572, 10.82612442, 24.55325006,  0.35450197]), array([10.56319014, 10.87639521, 23.75129397,  0.3192434 ]), array([11.25065572, 10.82612442, 24.55325006,  0.35450197]), array([10.56566487, 10.58687837, 22.72132326,  0.37132115]), array([10.56319014, 10.58687837, 22.72132326,  0.37132115])]","[1.1151139736175537, 1.0571017265319824, 1.3661220073699951, 1.0908451080322266, 1.0663392543792725]","[0.2540445625782013, 0.2540445625782013, 0.4727821350097656, 0.2540445625782013, 0.2540445625782013]","[0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.29779207706451416, 0.2540445625782013]",10.0,12.5,22.5,0.25
4,228.21,227.5901336669922,0.0,227.5901336669922,227.5901336669922,"[227.5901336669922, 227.5901336669922, 227.5901336669922, 227.5901336669922, 227.5901336669922]",[ 8.93274512 13.50255535 17.31359387  0.27942868],"[array([ 8.99677623, 12.82133967, 15.07023106,  0.27948384]), array([ 8.99677623, 12.82133967, 15.07023106,  0.27948384]), array([ 8.89405557, 14.99217416, 17.65003097,  0.26261879]), array([ 8.28437187, 13.24647773, 19.04026547,  0.26261879]), array([ 8.99677623, 12.82133967, 15.07023106,  0.27948384])]","[1.1222646236419678, 1.0941965579986572, 1.060873031616211, 1.1148450374603271, 1.2889740467071533]","[0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595]","[0.9594184517860412, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595, 0.38424259424209595]",10.0,10.0,25.0,0.2
5,334.54,306.71563110351565,15.73521880331057,287.17777641158597,326.25348579544533,"[295.2952880859375, 309.9395446777344, 309.9395446777344, 329.5343017578125, 288.8694763183594]",[12.        20.        24.0668971  0.3109219],"[array([10.96414025, 16.45946207, 24.62164057,  0.4       ]), array([10.96414025, 16.45946207, 24.62164057,  0.4       ]), array([10.38764135, 16.02850406, 24.68401217,  0.4       ]), array([10.81364232, 15.43770437, 24.97316318,  0.4       ]), array([10.38764135, 16.02850406, 24.68401217,  0.4       ])]","[1.5044505596160889, 2.0041544437408447, 1.6348071098327637, 1.2980382442474365, 1.2262966632843018]","[1540.1480712890625, 605.1828002929688, 605.1828002929688, 25.057100296020508, 2085.797607421875]","[2379.70947265625, 2245.5697998046876, 2002.2392822265624, 1815.2462280273437, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1590.0911808013916, 1438.4468204498291, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 1268.3966373443604, 987.2183658599854, 987.2183658599854, 987.2183658599854, 972.2736759185791, 972.2736759185791, 693.8926930427551, 693.8926930427551, 693.8926930427551, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688, 605.1828002929688]",12.0,20.0,25.0,0.3
6,272.24,271.56459350585936,0.6994126931331283,270.6961579449092,272.4330290668095,"[271.87738037109375, 271.87738037109375, 270.3134460449219, 271.87738037109375, 271.87738037109375]",[10.13356953 11.01671071 19.41630351  0.20165632],"[array([10.86764729, 11.35941796, 19.94890573,  0.24187691]), array([10.86764729, 11.35941796, 19.94890573,  0.24187691]), array([11.56331864, 10.00561775, 17.38245669,  0.22939128]), array([11.62061301, 11.6723748 , 17.73500624,  0.2       ]), array([10.86764729, 11.35941796, 19.94890573,  0.24187691])]","[1.477661371231079, 1.569631576538086, 1.2570440769195557, 1.222893476486206, 1.2010045051574707]","[0.13148590922355652, 0.13148590922355652, 3.7115724086761475, 0.13148590922355652, 0.13148590922355652]","[0.8607743144035339, 0.8607743144035339, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 0.8475032091140747, 1.921529158949852, 0.13148590922355652, 0.13148590922355652]",12.0,15.0,25.0,0.2
7,249.42,249.6628875732422,0.0,249.6628875732422,249.6628875732422,"[249.6628875732422, 249.6628875732422, 249.6628875732422, 249.6628875732422, 249.6628875732422]",[ 9.179326   12.48478089 18.21470373  0.25162727],"[array([ 9.02066988, 11.66257249, 15.54507208,  0.27951342]), array([ 9.02066988, 11.66257249, 15.54507208,  0.27951342]), array([ 9.96493623, 12.35271733, 17.44329749,  0.25403333]), array([ 9.02066988, 11.66257249, 15.54507208,  0.27951342]), array([ 9.02066988, 11.66257249, 15.54507208,  0.27951342])]","[1.205021858215332, 1.2188186645507812, 1.240706443786621, 1.520986557006836, 1.1674647331237793]","[0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225]","[0.323288094997406, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225, 0.058995261788368225]",10.0,15.0,25.0,0.2
8,232.62,233.19690856933593,0.410966001975369,232.68662688019737,233.7071902584745,"[232.9936065673828, 232.68072509765625, 233.25634765625, 233.79751586914062, 233.25634765625]",[ 8.30390607 12.03686368 22.3951734   0.24639401],"[array([ 8.98057778, 10.65660004, 23.86098107,  0.4       ]), array([ 8.98057778, 10.65660004, 23.86098107,  0.4       ]), array([ 8.98057778, 10.65660004, 23.86098107,  0.4       ]), array([ 8.98057778, 10.65660004, 23.86098107,  0.4       ]), array([ 8.98057778, 10.65660004, 23.86098107,  0.4       ])]","[1.2456276416778564, 1.2446033954620361, 1.3961904048919678, 1.3405191898345947, 1.3423595428466797]","[0.13958550989627838, 0.0036881305277347565, 0.4049445688724518, 1.3865550756454468, 0.4049445688724518]","[4.454877808690071, 3.8175910979509355, 3.8175910979509355, 2.998381672054529, 2.998381672054529, 2.998381672054529, 2.998381672054529, 2.998381672054529, 1.1644347347319126, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.4679435707628727, 0.5500330859795213, 0.5500330859795213, 0.5500330859795213, 0.5500330859795213, 0.7321480711301168, 0.7321480711301168, 0.7321480711301168, 0.7321480711301168, 0.7321480711301168, 0.4049445688724518]",8.0,10.0,15.0,0.2
9,238.63,238.53232116699218,0.6959108611417033,237.66823370475353,239.39640862923082,"[239.04054260253906, 237.76998901367188, 237.76998901367188, 239.04054260253906, 239.04054260253906]",[ 8.7775835  11.01993844 16.16973217  0.28628967],"[array([ 8.49961964, 10.34784093, 18.78717156,  0.25728475]), array([ 8.49961964, 10.34784093, 18.78717156,  0.25728475]), array([ 8.3927019 , 10.35779073, 19.61931038,  0.29830284]), array([ 8.83475434, 10.34784093, 18.78717156,  0.25728475]), array([ 8.83475434, 10.34784093, 18.78717156,  0.25728475])]","[1.541154146194458, 1.3080949783325195, 1.2442593574523926, 1.2315962314605713, 1.3331091403961182]","[0.16854122281074524, 0.7396273016929626, 0.7396273016929626, 0.16854122281074524, 0.16854122281074524]","[1.3650171279907226, 0.5930937886238098, 0.5930937886238098, 0.5930937886238098, 0.5930937886238098, 0.5930937886238098, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.3969756543636322, 0.45408426225185394, 0.45408426225185394, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524, 0.16854122281074524]",8.0,15.0,15.0,0.3
